Date,gold_Open,gold_High,gold_Low,gold_Close,gold_Adj Close,gold_Volume,Probability_Positive
2008-04-14,917,929.4000244,915.5999756,925.4000244,925.4000244,153,51.78945
2008-04-15,924.2999878,936,924.2999878,928.7000122,928.7000122,168,51.78945
2008-04-16,927.2000122,948.7000122,927.2000122,945.0999756,945.0999756,161,51.789486
2008-04-17,927.2000122,947.9000244,938.7000122,939.7999878,939.7999878,209,51.78945
2008-04-18,936,936,907.2000122,912.2000122,912.2000122,145,51.789457000000006
2008-04-21,922.5,924.5999756,914.0999756,914.7000122,914.7000122,449,51.78945
2008-04-22,920.5999756,922.7999878,916.2000122,922.2999878,922.2999878,625,51.78943
2008-04-23,916.7999878,921.5,898.7999878,906.2000122,906.2000122,111,51.789457000000006
2008-04-24,902.4000244,904.7999878,885.0999756,886.7999878,886.7999878,80,51.78943
2008-04-25,878.2000122,893.5999756,878.0999756,887.2000122,887.2000122,77,51.789427
2008-04-28,887,893.7999878,887,892.9000244,892.9000244,339,51.78944
2008-04-29,890.5999756,890.5999756,869.5999756,874.2000122,874.2000122,136,51.78946
2008-04-30,868.7000122,875.2000122,863,862.7999878,862.7999878,88,51.789445
2008-05-01,855,873.5,849.5999756,848.9000244,848.9000244,28,51.78944
2008-05-02,853.2999878,857.7000122,853.2999878,856.0999756,856.0999756,6,51.78943
2008-05-05,861.2000122,872.7999878,861.2000122,872.2999878,872.2999878,35,51.78944
2008-05-06,872.2999878,881.4000244,872.2999878,876,876,47,51.789474
2008-05-07,868,869.4000244,864.7999878,869.5999756,869.5999756,43,51.789445
2008-05-08,871,883.2999878,867.0999756,880.5999756,880.5999756,71,51.789474
2008-05-09,883.9000244,884.7000122,883.9000244,884.5,884.5,25,51.78943
2008-05-12,879.2000122,886.5,879.2000122,883.7000122,883.7000122,56,51.789474
2008-05-13,862.9000244,870.4000244,862.9000244,868.5,868.5,17,51.789457000000006
2008-05-14,862.7999878,868.5999756,862.7999878,865.4000244,865.4000244,41,51.78945
2008-05-15,865.7999878,886.2999878,865.7999878,879,879,121,51.78943
2008-05-16,892,904.2000122,892,899,899,85,51.78944
2008-05-19,905,905,905,905,905,2,51.789445
2008-05-20,919.5,919.5,919.5,919.5,919.5,2,51.78944
2008-05-21,923.5,924,923.2000122,928,928,3,51.789427
2008-05-22,917.5999756,917.5999756,917.5999756,917.9000244,917.9000244,1,51.78943
2008-05-23,916.9000244,925.5999756,916,925.5999756,925.5999756,1,51.789445
2008-05-27,912,912,906.5,907.7000122,907.7000122,25,51.78943
2008-05-28,900.5,900.5,900.5,900.5,900.5,149889,51.78949000000001
2008-05-29,903,903.2000122,872.0999756,877.2000122,877.2000122,64624,51.789427
2008-05-30,880.2000122,888.5,868.5999756,887.2999878,887.2999878,6671,51.78943
2008-06-02,887.2999878,898,881.7999878,892.9000244,892.9000244,2132,51.78943
2008-06-03,889.7999878,896.0999756,874.5999756,881.5999756,881.5999756,2079,51.78946
2008-06-04,879.5,886.0999756,876,879.9000244,879.9000244,612,51.789474
2008-06-05,876.0999756,878.7999878,865.4000244,871.7999878,871.7999878,340,51.78946
2008-06-06,878.5,901,877.7000122,895.4000244,895.4000244,230,51.78942
2008-06-09,900.7000122,908.9000244,890.5,894.7000122,894.7000122,1930,51.78944
2008-06-10,886.5999756,886.5999756,866,867.9000244,867.9000244,457,51.78945
2008-06-11,869.5,882,869.5,879.7000122,879.7000122,146,51.78943
2008-06-12,873.5999756,873.5999756,858.2000122,869.2000122,869.2000122,135,51.78945
2008-06-13,870.2999878,870.2999878,860.5,870.2999878,870.2999878,361,51.789445
2008-06-16,872.5,893,871.2999878,883.5999756,883.5999756,70,51.78944
2008-06-17,883.4000244,887,876.2999878,884.2999878,884.2999878,62,51.78942
2008-06-18,888,891.9000244,885.0999756,890.9000244,890.9000244,135,51.789457000000006
2008-06-19,888.5999756,906.5,888.5999756,901.7000122,901.7000122,44,51.789445
2008-06-20,903.7999878,907.2999878,901,901.2999878,901.2999878,21,51.78944
2008-06-23,903.4000244,903.4000244,879.2000122,884.7999878,884.7999878,54,51.789445
2008-06-24,889.5999756,891.2000122,885.5,889.2000122,889.2000122,64,51.789457000000006
2008-06-25,883.5999756,883.7999878,876.4000244,880,880,97,51.789445
2008-06-26,909.5999756,912.5999756,909.5999756,913.0999756,913.0999756,182,51.78943
2008-06-27,913.0999756,927.5999756,910.7000122,929.2999878,929.2999878,167,51.78943
2008-06-30,927.7000122,933.7000122,922.2999878,926.2000122,926.2000122,144,51.789415000000005
2008-07-01,943.5999756,945.7999878,938,942.5,942.5,32,51.78944
2008-07-02,938.7999878,944.7999878,933.0999756,944.7999878,944.7999878,58,51.789445
2008-07-03,944.7999878,944.7999878,928,931.9000244,931.9000244,58,51.78946
2008-07-07,931.4000244,931.4000244,915.4000244,927.2999878,927.2999878,141,51.78943
2008-07-08,922.7999878,922.7999878,919.2000122,921.9000244,921.9000244,37,51.789457000000006
2008-07-09,919.7999878,928.2000122,919.7999878,927.2999878,927.2999878,31,51.789457000000006
2008-07-10,928.0999756,942.0999756,928.0999756,940.9000244,940.9000244,18,51.789427
2008-07-11,948.2000122,965.7000122,948.2000122,959.5,959.5,58,51.78943
2008-07-14,964.7000122,974.5999756,955,972.7000122,972.7000122,55,51.789445
2008-07-15,983.5,986.2000122,976,977.7000122,977.7000122,12,51.789474
2008-07-16,960,960,960,961.7999878,961.7999878,1,51.789457000000006
2008-07-17,957.2999878,976.2000122,957.2999878,970,970,37,51.789427
2008-07-18,956.7999878,957,956.7999878,957.2999878,957.2999878,2,51.78943
2008-07-21,964.5,964.5,963.5,963.0999756,963.0999756,2,51.789474
2008-07-22,973,974.9000244,973,948,948,3,51.789445
2008-07-23,935,935,924.2000122,922.4000244,922.4000244,203,51.78948
2008-07-24,920.9000244,926.4000244,920.9000244,922,922,47,51.78943
2008-07-25,928.4000244,929.2000122,921.2000122,926.5999756,926.5999756,35,51.78946
2008-07-28,928.7999878,931.0999756,927,927.5999756,927.5999756,28,51.78947
2008-07-29,916.2000122,917.7000122,916.2000122,916.4000244,916.4000244,147310,51.78943
2008-07-30,917.9000244,919.0999756,893.2999878,902.9000244,902.9000244,93759,51.78943
2008-07-31,906.9000244,925.5999756,906.0999756,913.9000244,913.9000244,8550,51.78944
2008-08-01,904.9000244,916.0999756,902.0999756,909,909,1834,51.789385
2008-08-04,912.7000122,915.2999878,894.4000244,900.0999756,900.0999756,2415,51.78945
2008-08-05,895.4000244,895.4000244,873.2999878,878.5999756,878.5999756,790,51.78943
2008-08-06,880.7000122,885.5999756,875,875.5999756,875.5999756,1330,51.789457000000006
2008-08-07,882.2000122,883.7999878,870.2999878,870.7000122,870.7000122,335,51.78944
2008-08-08,868.7999878,869.5,851.0999756,857.7999878,857.7999878,303,51.78945
2008-08-11,858.2999878,863.4000244,818,821.5,821.5,286,51.78944
2008-08-12,826.4000244,826.4000244,803.5999756,808.2000122,808.2000122,99,51.789415000000005
2008-08-13,810.9000244,829.0999756,810.9000244,825,825,155,51.78945
2008-08-14,831.4000244,831.9000244,805,808.2000122,808.2000122,67,51.78945
2008-08-15,796.9000244,799.2000122,780.9000244,786,786,134,51.78943
2008-08-18,792,801.7000122,792,799.7000122,799.7000122,22,51.78944
2008-08-19,789.5999756,814.5,789.5999756,811.0999756,811.0999756,48,51.78946
2008-08-20,814.9000244,814.9000244,804.7000122,810.2999878,810.2999878,87,51.789445
2008-08-21,825.7999878,835.5999756,825.7999878,833,833,99,51.789445
2008-08-22,832.2999878,836.5999756,823.0999756,827.4000244,827.4000244,21,51.78943
2008-08-25,819.7999878,819.7999878,819.7999878,819.7999878,819.7999878,44,51.789457000000006
2008-08-26,826,826,826,822.2000122,822.2000122,142,51.78946
2008-08-27,830.2999878,830.2999878,825.2999878,828.0999756,828.0999756,423,51.78945
2008-08-28,828,842.5999756,824.5,830.9000244,830.9000244,503,51.789457000000006
2008-08-29,831.7000122,833,831.7000122,829.2999878,829.2999878,116,51.789445
2008-09-02,829.9000244,840.7000122,790.7999878,805,805,185,51.789457000000006
2008-09-03,805.5999756,805.5999756,791.5999756,802.7000122,802.7000122,28,51.78943
2008-09-04,801.4000244,809.0999756,794.9000244,797.9000244,797.9000244,76,51.78947
2008-09-05,794.7000122,809,794,797.5999756,797.5999756,85,51.789457000000006
2008-09-08,811,813.2000122,796.4000244,797.5,797.5,88,51.789457000000006
2008-09-09,802,802,780,787.0999756,787.0999756,29,51.789457000000006
2008-09-10,776.5999756,781,752.7999878,757.9000244,757.9000244,56,51.78945
2008-09-11,756.5999756,756.5999756,739,741.2999878,741.2999878,25,51.78944
2008-09-12,750.5,756,750.5,760.2999878,760.2999878,12,51.78943
2008-09-15,778.0999756,778.5999756,764,783.0999756,783.0999756,19,51.78944
2008-09-16,777.7000122,777.7000122,777,776.5,776.5,2,51.78946
2008-09-17,782.9000244,808,782.9000244,846.5999756,846.5999756,26,51.789445
2008-09-18,869.9000244,910.9000244,836,892.7000122,892.7000122,59,51.789457000000006
2008-09-19,860.5999756,860.5999756,860.5999756,860.5999756,860.5999756,112,51.78946
2008-09-22,888.7999878,908.0999756,888.7999878,903.9000244,903.9000244,20,51.78945
2008-09-23,892.4000244,898.9000244,886,885.5,885.5,184,51.789445
2008-09-24,879.5,891.2999878,879.5,889,889,185,51.78946
2008-09-25,891.5,891.5,884.5,877.7000122,877.7000122,92,51.78944
2008-09-26,884.2000122,890.2000122,884.2000122,882.9000244,882.9000244,13695,51.78945
2008-09-29,871.2999878,919,866.4000244,888.2000122,888.2000122,2943,51.78946
2008-09-30,904.7999878,912.5,855,874.2000122,874.2000122,879,51.789445
2008-10-01,878,889.0999756,869.2000122,880.7000122,880.7000122,304,51.78945
2008-10-02,870.4000244,870.4000244,829.2999878,839,839,462,51.78944
2008-10-03,832.5,844.2999878,823,828.9000244,828.9000244,228,51.78943
2008-10-06,828.7999878,868.7999878,826,862.7000122,862.7000122,510,51.789445
2008-10-07,862.0999756,883,858.2000122,878.4000244,878.4000244,41,51.78944
2008-10-08,879.7000122,915.5,877.7000122,903.0999756,903.0999756,310,51.78944
2008-10-09,902.7000122,919.7000122,883,883.0999756,883.0999756,76,51.78944
2008-10-10,925.7000122,925.7000122,843,855.4000244,855.4000244,104,51.78944
2008-10-13,861.0999756,861.0999756,830.2999878,838.9000244,838.9000244,186,51.789457000000006
2008-10-14,848.0999756,848.0999756,833.5,836.2999878,836.2999878,48,51.78944
2008-10-15,839.5,848.7000122,831.5999756,835.5,835.5,120,51.78945
2008-10-16,846,846,790,801.5,801.5,34,51.789445
2008-10-17,798,807,773.7999878,785.0999756,785.0999756,55,51.78946
2008-10-20,803.7999878,803.7999878,787.5,787.5999756,787.5999756,19,51.789457000000006
2008-10-21,793.7000122,793.7000122,767.7000122,766.0999756,766.0999756,83,51.78945
2008-10-22,771.7000122,771.7000122,721,733.2999878,733.2999878,244,51.78943
2008-10-23,705,719.7999878,705,713.2999878,713.2999878,37,51.789457000000006
2008-10-24,715.2999878,734.2000122,681,729.0999756,729.0999756,99,51.789445
2008-10-27,742.7999878,744.5,712,741.7000122,741.7000122,268,51.78944
2008-10-28,731,748.7999878,730.5999756,739.2999878,739.2999878,6,51.789445
2008-10-29,750.7999878,750.7999878,750.7999878,752.7999878,752.7999878,90,51.78944
2008-10-30,760.5,774,739.0999756,737.2000122,737.2000122,24,51.78946
2008-10-31,731.4000244,736,718.4000244,716.7999878,716.7999878,17,51.789474
2008-11-03,728.7999878,731.5,728.7000122,725.4000244,725.4000244,16,51.789474
2008-11-04,726,760,726,756,756,30,51.78945
2008-11-05,757.4000244,757.4000244,739,741.2999878,741.2999878,22,51.78945
2008-11-06,743.4000244,759,731.9000244,731.2000122,731.2000122,30,51.78944
2008-11-07,731.5,743,727.2000122,733.2000122,733.2000122,17,51.78947
2008-11-10,749,753.5999756,747.9000244,745.5999756,745.5999756,42,51.78946
2008-11-11,734.2000122,735.5999756,729.7999878,732,732,39,51.78946
2008-11-12,730.4000244,734.7000122,722.5,717.7000122,717.7000122,71,51.789445
2008-11-13,714.2999878,715.5,707,704.9000244,704.9000244,922,51.78945
2008-11-14,726.5,747.0999756,726.5,742.4000244,742.4000244,9,51.78943
2008-11-17,741.9000244,741.9000244,741.9000244,741.9000244,741.9000244,9,51.789457000000006
2008-11-18,738,744.9000244,734,732.5999756,732.5999756,13,51.789457000000006
2008-11-19,736,758.7999878,735,735.9000244,735.9000244,55,51.78945
2008-11-20,740.5,750,739.5,748.5999756,748.5999756,62,51.78945
2008-11-21,771.2999878,784.0999756,771.2000122,791.7000122,791.7000122,20,51.789474
2008-11-24,819.9000244,824,819.9000244,819.4000244,819.4000244,3,51.78944
2008-11-25,818.4000244,818.4000244,818.4000244,818.4000244,818.4000244,158862,51.78944
2008-11-26,819.0999756,822,806.7999878,808.5,808.5,158862,51.78946
2008-11-28,811.0999756,819,808.2000122,816.2000122,816.2000122,6325,51.78943
2008-12-01,817.2000122,817.2999878,766,774.5999756,774.5999756,2791,51.78946
2008-12-02,765.2999878,786,759.7000122,781.2999878,781.2999878,1393,51.78945
2008-12-03,780,781.9000244,762.9000244,768.7999878,768.7999878,439,51.78943
2008-12-04,770,780.4000244,761.7000122,763.7999878,763.7999878,606,51.78946
2008-12-05,764.5,769.5999756,740,750.5,750.5,888,51.78946
2008-12-08,755,780.2000122,754.2000122,767.4000244,767.4000244,573,51.789445
2008-12-09,775,776.5,762.2999878,772.4000244,772.4000244,101,51.78944
2008-12-10,784.0999756,811,783.0999756,807.0999756,807.0999756,235,51.789457000000006
2008-12-11,803.4000244,832.0999756,801,824.9000244,824.9000244,260,51.789445
2008-12-12,821.5,827,813.7999878,818.9000244,818.9000244,182,51.78943
2008-12-15,828,842,824,835.4000244,835.4000244,470,51.789457000000006
2008-12-16,839,859,831.5999756,841.7000122,841.7000122,73,51.78944
2008-12-17,854.4000244,880.7999878,849.2999878,867.5,867.5,122,51.78944
2008-12-18,862.4000244,873,852,859.5999756,859.5999756,242,51.789474
2008-12-19,846.5999756,852.0999756,833.2999878,836.4000244,836.4000244,106,51.789445
2008-12-22,848.5,851,844,846.2000122,846.2000122,235,51.78946
2008-12-23,848,848,835,837.2000122,837.2000122,176,51.789445
2008-12-24,838.9000244,848.9000244,838.5,847.0999756,847.0999756,19,51.78944
2008-12-26,847,872.4000244,845.7999878,870.4000244,870.4000244,88,51.78944
2008-12-29,882.9000244,882.9000244,875,874.5999756,874.5999756,426,51.789445
2008-12-30,878.0999756,878.0999756,866.5,869.2999878,869.2999878,139,51.789445
2008-12-31,860,883.5999756,858.4000244,883.5999756,883.5999756,35,51.78945
2009-01-02,881.5,881.5,868.9000244,878.7999878,878.7999878,46,51.789457000000006
2009-01-05,882,883.5,847,857.2000122,857.2000122,35,51.78945
2009-01-06,855.0999756,867.5999756,840,865.4000244,865.4000244,113,51.78945
2009-01-07,862,867,837.7000122,841.0999756,841.0999756,101,51.789457000000006
2009-01-08,837.9000244,861,837.9000244,853.9000244,853.9000244,255,51.789457000000006
2009-01-09,855.9000244,862.0999756,855.9000244,854.2999878,854.2999878,123,51.78944
2009-01-12,844.4000244,844.4000244,815.4000244,820.2999878,820.2999878,72,51.789445
2009-01-13,825.5999756,825.5999756,815.7000122,820.0999756,820.0999756,20,51.789457000000006
2009-01-14,825.9000244,827.0999756,814,808.2000122,808.2000122,5,51.78946
2009-01-15,805.5999756,808.7999878,805.5999756,806.7000122,806.7000122,16,51.78945
2009-01-16,834,842.5,834,839.2999878,839.2999878,64,51.78944
2009-01-20,838.7000122,862.7000122,824,854.5999756,854.5999756,20,51.789457000000006
2009-01-21,850.5,852.5999756,843.7999878,849.5999756,849.5999756,37,51.789445
2009-01-22,856.7999878,860.9000244,846.2000122,858.2000122,858.2000122,57,51.78946
2009-01-23,875,899.0999756,875,895.2999878,895.2999878,52,51.78945
2009-01-26,907.2999878,911.5999756,901.2000122,908.5,908.5,18,51.78944
2009-01-27,902.7999878,903,895.2000122,899.2000122,899.2000122,48,51.78945
2009-01-28,886.0999756,894.5999756,883.7000122,888.0999756,888.0999756,137271,51.789445
2009-01-29,888.0999756,909.7000122,874.2000122,905.0999756,905.0999756,66607,51.78944
2009-01-30,909.7999878,930.2999878,902,927.2999878,927.2999878,10460,51.789445
2009-02-02,924.2999878,928.7999878,902.2000122,906.7000122,906.7000122,3220,51.78945
2009-02-03,903.2000122,913.2999878,889.7999878,892,892,1451,51.78944
2009-02-04,900.0999756,909.2000122,897,901.5999756,901.5999756,465,51.78944
2009-02-05,906.2999878,924.4000244,904.4000244,913.5999756,913.5999756,770,51.78945
2009-02-06,914.5,918.5,909.5,913.9000244,913.9000244,334,51.78944
2009-02-09,910,911,891.7999878,892.4000244,892.4000244,984,51.78945
2009-02-10,898,917.5,892,913.7000122,913.7000122,252,51.78944
2009-02-11,913.7000122,947.2000122,912.2000122,943.7999878,943.7999878,892,51.78944
2009-02-12,938.7999878,952.7999878,936.4000244,948.5,948.5,335,51.789445
2009-02-13,947.2999878,947.2999878,934.2000122,941.5,941.5,137,51.78943
2009-02-17,939.5,973.7999878,937.2999878,967,967,1639,51.78944
2009-02-18,968.4000244,988,962.2000122,977.7000122,977.7000122,422,51.78943
2009-02-19,982.7000122,986.2000122,972,976.0999756,976.0999756,202,51.78945
2009-02-20,974,1004.900024,971.5999756,1001.799988,1001.799988,219,51.78946
2009-02-23,995.5999756,996.5,980,994.5999756,994.5999756,215,51.78944
2009-02-24,988,991.5999756,963.2000122,969.0999756,969.0999756,243,51.78946
2009-02-25,963.2999878,977.5,953.0999756,965.7000122,965.7000122,1019,51.78945
2009-02-26,953,956,933,941.7999878,941.7999878,687,51.78945
2009-02-27,943.4000244,963.2000122,928.0999756,941.5,941.5,730,51.789445
2009-03-02,945,963.2000122,924.5,939,939,474,51.789445
2009-03-03,927,931.7999878,906.4000244,912.9000244,912.9000244,362,51.78945
2009-03-04,914.9000244,923.2000122,900.0999756,906,906,155,51.789457000000006
2009-03-05,912,932.5999756,908.9000244,927,927,141,51.789457000000006
2009-03-06,933.5,944.5,931.7999878,942.0999756,942.0999756,308,51.789457000000006
2009-03-09,940.5,940.5,914.5,917.7000122,917.7000122,838,51.78944
2009-03-10,921.5999756,921.7999878,892.0999756,895.5999756,895.5999756,120,51.78945
2009-03-11,894.7000122,912.4000244,894.0999756,910.4000244,910.4000244,221,51.78946
2009-03-12,909.2000122,927.5,908,923.7000122,923.7000122,118,51.789457000000006
2009-03-13,924.4000244,937,924.4000244,929.7999878,929.7999878,69,51.789457000000006
2009-03-16,926.4000244,929.5999756,916.7000122,921.5999756,921.5999756,139,51.78945
2009-03-17,923.2000122,924.4000244,912.4000244,916.4000244,916.4000244,48,51.789445
2009-03-18,915.4000244,944,885,888.7000122,888.7000122,120,51.789457000000006
2009-03-19,938,960.7999878,933.7999878,958.2999878,958.2999878,360,51.789445
2009-03-20,960.5999756,960.5999756,954,955.7999878,955.7999878,23,51.78945
2009-03-23,950.7000122,952.5999756,937.9000244,952.0999756,952.0999756,30,51.789445
2009-03-24,923.2999878,923.2999878,923.2999878,923.2999878,923.2999878,1494,51.78945
2009-03-25,921.2000122,936.5,920.7999878,935.4000244,935.4000244,97,51.78945
2009-03-26,939.5999756,943,937.5999756,939.5999756,939.5999756,66,51.789445
2009-03-27,923,923,923,923,923,106869,51.789445
2009-03-30,924.5999756,932.5,908.5999756,915.5,915.5,58837,51.78944
2009-03-31,918,924.5,911.5999756,922.5999756,922.5999756,7403,51.78944
2009-04-01,918.5999756,932.5,916.9000244,926.0999756,926.0999756,3659,51.789457000000006
2009-04-02,926.9000244,930.2999878,894.9000244,907.4000244,907.4000244,3389,51.789445
2009-04-03,904.5999756,910.2999878,891.2999878,895.5999756,895.5999756,1616,51.78944
2009-04-06,895,895,865.0999756,871.5,871.5,1078,51.78946
2009-04-07,872.2000122,884.7000122,872.2000122,882.2000122,882.2000122,395,51.789457000000006
2009-04-08,884,889.0999756,879,884.7999878,884.7999878,119,51.78946
2009-04-09,882.4000244,886.0999756,874.7000122,882.2000122,882.2000122,360,51.789457000000006
2009-04-13,882.5,899.4000244,882.5,894.7000122,894.7000122,418,51.78945
2009-04-14,896.0999756,897.7999878,887.4000244,890.9000244,890.9000244,362,51.78944
2009-04-15,890,895.2999878,888.9000244,892.7999878,892.7999878,665,51.789445
2009-04-16,890.9000244,893.4000244,872.7999878,879.2999878,879.2999878,632,51.78945
2009-04-17,874,875.7000122,865,867.4000244,867.4000244,212,51.78946
2009-04-20,868.7999878,889,866.0999756,887,887,655,51.789445
2009-04-21,886.9000244,895.0999756,880.7000122,882.0999756,882.0999756,230,51.78944
2009-04-22,883.0999756,893,883,891.7999878,891.7999878,330,51.789445
2009-04-23,893.5999756,909,892.5999756,905.9000244,905.9000244,234,51.78943
2009-04-24,911.2000122,913.5999756,906.7000122,913.5999756,913.5999756,438,51.78944
2009-04-27,918,918,906.2999878,907.4000244,907.4000244,1179,51.78946
2009-04-28,899.7000122,899.7000122,890.0999756,892.7999878,892.7999878,308,51.789445
2009-04-29,890.0999756,902.5,887.7999878,899.7999878,899.7999878,809,51.78945
2009-04-30,898.2000122,898.9000244,881.2999878,890.7000122,890.7000122,212,51.789474
2009-05-01,884,889.2000122,881.5,887.5999756,887.5999756,506,51.78945
2009-05-04,885.7999878,907.5,885.7999878,901.5999756,901.5999756,83,51.78944
2009-05-05,903.5,912.2999878,902,903.7000122,903.7000122,69,51.78944
2009-05-06,901.2999878,911.0999756,901.2999878,910.5,910.5,30,51.78947
2009-05-07,922.4000244,924,910.4000244,915,915,64,51.78944
2009-05-08,910.0999756,915.2999878,910.0999756,914.4000244,914.4000244,156,51.789445
2009-05-11,913.0999756,914.4000244,913.0999756,913,913,2,51.78943
2009-05-12,918.5,923.5,916.0999756,923.5,923.5,24,51.78944
2009-05-13,922,929.7000122,921.2000122,925.5,925.5,71,51.789445
2009-05-14,922.5999756,922.5999756,922.5999756,928,928,1,51.789445
2009-05-15,925.2000122,931.5999756,925.2000122,930.9000244,930.9000244,45,51.78943
